City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
461,Pozo Colorado,PY,73.15,broken clouds,-23.4923,-58.7972,Hospedaje la Amistad
462,Nikko,JP,72.95,broken clouds,36.75,139.6167,Nikko Senhime Monogatari
463,Berdigestyakh,RU,30.99,broken clouds,62.0989,126.6992,
464,Sorland,NO,50.77,scattered clouds,67.667,12.6934,Sjybrygga fiskecamp
465,Bantou,CN,75.96,broken clouds,26.2151,117.4893,
466,Kuusamo,FI,48.24,overcast clouds,65.9667,29.1833,Hotel Kuusanka
467,Santa Maria,BR,55.02,scattered clouds,-29.6842,-53.8069,Hotel Morotin
468,Goianesia,BR,86.41,overcast clouds,-15.3175,-49.1175,Kamur Plaza Hotel - Goianésia
469,Prado,BR,75.25,scattered clouds,-17.3411,-39.2208,INN CORNER RIVER - PRADO - BAHIA - HOUSING AND HOTEL
470,Hamilton,US,74.25,clear sky,39.1834,-84.5333,Six Acres Bed & Breakfast
471,Chipinge,ZW,58.66,clear sky,-20.1883,32.6236,Chipinge Breeze Lodge
472,Poco Branco,BR,78.75,scattered clouds,-5.6228,-35.6628,Casa França
473,La Grande,US,77.58,broken clouds,45.3246,-118.0877,Travelodge by Wyndham La Grande
474,Latung,PH,83.79,overcast clouds,5.5,120.8833,
475,Maniitsoq,GL,37.33,overcast clouds,65.4167,-52.9,Hotel Heilmann Lyberth
476,Sakakah,SA,74.77,clear sky,29.9697,40.2064,Fakhamat Al Orjoana Apartment
477,Corinto,GR,64.63,clear sky,37.9407,22.9573,Ephira Hotel
478,Deniliquin,AU,66.0,clear sky,-35.5333,144.9667,Riviana Motel
479,Meulaboh,ID,76.46,overcast clouds,4.1363,96.1285,Kost Pria
480,Papara,BR,79.68,broken clouds,-3.9839,-38.7273,Romin
481,Dzhebariki-Khaya,RU,30.76,overcast clouds,62.2167,135.8,
482,Baghdad,IQ,69.71,clear sky,33.3406,44.4009,Baghdad Hotel
483,Buin,CL,65.73,clear sky,-33.7333,-70.75,Paihuen
484,Grand Gaube,MU,70.38,light rain,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
485,Kahului,US,87.82,scattered clouds,20.8947,-156.47,Maui Seaside Hotel
486,Northam,GB,56.39,scattered clouds,51.0333,-4.2167,Durrant House Hotel
487,Hambantota,LK,79.12,overcast clouds,6.1241,81.1185,Bungalow 63
488,Lazaro Cardenas,MX,82.69,overcast clouds,17.9583,-102.2,quinta antigua
489,Alushta,UA,55.0,overcast clouds,44.6667,34.4167,Villa Lubimaya
490,Zabol,AF,54.36,clear sky,32.25,67.25,
491,Le Port,RE,69.8,few clouds,-20.9373,55.2919,KORBEY D'OR OUEST
492,Camacha,PT,69.53,few clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
493,Fare,PF,78.6,clear sky,-16.7,-151.0167,Maitai Lapita Village Huahine
494,Alofi,NU,80.49,light rain,-19.0595,-169.9187,Taloa Heights
495,Murray Bridge,AU,72.84,broken clouds,-35.1167,139.2667,Balcony On Sixth Lodge
496,Shakawe,BW,71.04,few clouds,-18.3667,21.85,Ditlhapi Guest House
497,Lorengau,PG,79.41,overcast clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
498,Kamloops,CA,61.79,broken clouds,50.6665,-120.3192,Ramada by Wyndham Kamloops
499,Valparaiso,CL,56.48,clear sky,-33.0393,-71.6273,Hotel Ultramar
500,Saldanha,ZA,57.25,few clouds,-33.0117,17.9442,Blue Bay Lodge
501,Storforshei,NO,47.66,overcast clouds,66.4043,14.5233,Skogly overnatting (Stengt/closed)
502,Kyshtovka,RU,27.07,clear sky,56.555,76.6271,Uyutnaya Mini-Hotel
503,Kanchanaburi,TH,74.84,moderate rain,14.6333,99.1,แพบุญศรี
504,Huilong,CN,82.92,scattered clouds,31.8111,121.655,Hilton Garden Inn Qidong
505,Sao Filipe,CV,80.35,clear sky,14.8961,-24.4956,Hotel Xaguate
506,Rudnyy,KZ,21.43,overcast clouds,52.9594,63.1206,Gostinitsa Troya
507,Lompoc,US,79.02,mist,34.6391,-120.4579,"Holiday Inn Express Lompoc, an IHG Hotel"
508,Leshukonskoye,RU,42.6,scattered clouds,64.8989,45.7622,Pryalitsa Hostel
509,Hede,CN,76.15,light rain,33.7681,120.2517,Vienna 3 Best Hotel Sheyang Jiefang Rd
510,Zhigansk,RU,28.51,overcast clouds,66.7697,123.3711,Gostinichnyy Kompleks Aylgy
511,Port Hedland,AU,80.65,clear sky,-20.3167,118.5667,The Esplanade Hotel
512,Sungaipenuh,ID,65.88,overcast clouds,-2.0833,101.3833,Hotel Jaya Wisata 2
513,Agua Dulce,MX,83.98,few clouds,18.1333,-94.1333,Hotel Victoria
514,Broken Hill,AU,72.41,clear sky,-31.95,141.4333,Royal Exchange Hotel
515,Cascais,PT,65.46,overcast clouds,38.6979,-9.4215,Hotel Vila Galé Cascais
516,Nyurba,RU,30.29,overcast clouds,63.2842,118.3319,Gostinitsa Alrosa
517,Port Hawkesbury,CA,54.59,clear sky,45.6169,-61.3485,MacKenzie House Tourist Home B&B
518,Vicuna,CL,66.78,clear sky,-30.0319,-70.7081,Los Mosaicos
519,Asyut,EG,70.21,clear sky,27.181,31.1837,Florence Hotel Assiut
520,Krasnoselkup,RU,37.45,overcast clouds,65.7,82.4667,Krasnosel'kupnefteprodukt
521,Faratsiho,MG,53.89,scattered clouds,-19.4,46.95,LAVILLA FARATSIHO
522,Hasaki,JP,77.29,scattered clouds,35.7333,140.8333,Hotel Sunrise Choshi
523,Kauhajoki,FI,49.98,light rain,62.4333,22.1833,Helmin Kortteeri / Kahvila Helmi Saarikoski Oy
524,Lubao,PH,80.62,overcast clouds,14.9167,120.55,Hacienda Gracia
525,Guerrero Negro,MX,75.06,clear sky,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
526,Vanavara,RU,23.65,scattered clouds,60.34,102.2797,
527,Valdemarpils,LV,54.82,broken clouds,57.3707,22.5919,Guest House Laumas
528,Nicoya,CR,80.15,overcast clouds,10.1483,-85.452,Las Cabinas Del Sueño
529,Suez,EG,66.56,clear sky,29.9737,32.5263,Green House
530,Kendari,ID,81.97,overcast clouds,-3.945,122.4989,Hotel Wixel
531,Kapuskasing,CA,59.09,few clouds,49.4169,-82.4331,Park Inn Motel
532,Kimbe,PG,81.43,moderate rain,-5.5502,150.1429,Kimbe Bay Hotel
533,Grindavik,IS,42.75,broken clouds,63.8424,-22.4338,Northern Light Inn & Max's Restaurant
534,Mabaruma,GY,76.73,clear sky,8.2,-59.7833,Monty Brooms Guest House
535,Avera,US,75.7,overcast clouds,33.194,-82.5271,
536,Talaya,RU,13.91,broken clouds,61.3833,152.75,
537,Urambo,TZ,72.91,overcast clouds,-5.0667,32.05,Fair Lodge
538,Praia Da Vitoria,PT,73.76,broken clouds,38.7333,-27.0667,Hotel Branco I
539,Quilmana,PE,64.72,overcast clouds,-12.95,-76.3833,HOSPEDAJE PARAISO
540,Issoudun,FR,49.69,broken clouds,47.0,1.8333,
541,Pasighat,IN,72.37,broken clouds,28.0667,95.3333,Siang Guest House
542,Coihaique,CL,44.55,clear sky,-45.5752,-72.0662,Diego De Almagro Coyhaique
543,Basarabeasca,MD,36.12,clear sky,46.3311,28.9728,sadaclia
544,Atambua,ID,82.49,scattered clouds,-9.1061,124.8925,Pastori 1 Jemaat Polycarpus
545,Mahanoro,MG,66.11,clear sky,-19.9,48.8,BUNGALOW MAHAMANINA
546,Mandalgovi,MN,38.37,few clouds,45.7625,106.2708,В.Ганбат
547,Lermontovka,RU,45.09,clear sky,47.1453,134.3383,
548,Toora-Khem,RU,25.68,few clouds,52.4675,96.11,
549,Nioro,GM,78.37,broken clouds,13.35,-15.75,
550,Tautira,PF,84.22,light rain,-17.7333,-149.15,Pension Oaoa
551,Aden,YE,86.61,few clouds,12.7794,45.0367,Sama Emirate Hotel
552,Hirara,JP,84.47,scattered clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
553,Touros,BR,79.7,scattered clouds,-5.1989,-35.4608,INN NEW HORIZON
554,Phetchabun,TH,80.87,broken clouds,16.25,101.0833,วินธนา รีสอร์ท
555,Biloela,AU,80.29,clear sky,-24.4167,150.5,Biloela Silo Motor Inn
556,Koungheul,SN,81.01,scattered clouds,13.9833,-14.8,
557,Karwar,IN,78.04,overcast clouds,14.8,74.1333,Netalco Connects
558,Artyom,AZ,59.14,overcast clouds,40.4723,50.333,Merdan Respect
559,Port Hardy,CA,46.58,light intensity shower rain,50.6996,-127.4199,Airport Inn
560,Srednekolymsk,RU,22.3,broken clouds,67.45,153.6833,
561,Muromtsevo,RU,26.42,clear sky,56.3724,75.2418,Plyazh U Reki Tara
562,Jackson,US,72.16,few clouds,42.4165,-122.8345,Agate Village Apartments
563,Celestun,MX,82.62,scattered clouds,20.8667,-90.4,Posada Lilia
564,Malanje,AO,67.1,light rain,-9.5402,16.341,Malanje Hotel
565,Houma,US,78.8,few clouds,29.5958,-90.7195,Courtyard by Marriott Houma
566,Mogadishu,SO,77.81,broken clouds,2.0371,45.3438,Hotel Juba
567,Xuddur,SO,72.18,overcast clouds,4.1213,43.8894,Banjanay Hotel
568,Tucurui,BR,84.11,overcast clouds,-3.7661,-49.6725,BBB Rooms Centro Tucurui PA
569,Emba,KZ,32.43,scattered clouds,48.8264,58.1442,
570,Honningsvag,NO,48.11,moderate rain,70.9821,25.9704,Nordkapp Vandrerhjem
571,Rovaniemi,FI,47.61,overcast clouds,66.5,25.7167,Arctic City Hotel
572,Ruidoso,US,71.56,clear sky,33.3317,-105.673,Inn of the Mountain Gods
573,Brae,GB,48.11,overcast clouds,60.3964,-1.353,Busta House Hotel
574,Caucasia,CO,77.36,overcast clouds,7.9865,-75.1935,Hotel San Rafael
575,Coos Bay,US,57.94,few clouds,43.3665,-124.2179,Best Western Holiday Hotel
576,Merritt Island,US,82.98,clear sky,28.5392,-80.672,
577,Killybegs,IE,45.45,overcast clouds,54.6333,-8.45,Tara Hotel
578,Meadow Lake,US,78.31,scattered clouds,34.8014,-106.5436,TumbleWeed RV Park
579,Pak Chong,TH,78.82,overcast clouds,14.708,101.4161,PakChong Phubade Hotel
580,Lampa,CL,62.64,clear sky,-33.2833,-70.9,El sueño de Lampa I y II
581,Praya,CV,79.34,few clouds,14.9215,-23.5087,LT Aparthotel
582,Senador Pompeu,BR,83.25,overcast clouds,-5.5881,-39.3717,Hotel Central
583,Moroto,UG,69.8,overcast clouds,2.5345,34.6666,"Kara-Tunga, Karamoja Safari Camp"
584,Abalak,RU,33.24,overcast clouds,58.1286,68.5944,Туристический комплекс Абалак
585,Tessalit,ML,86.49,clear sky,20.1986,1.0114,
586,Bella Union,UY,57.88,clear sky,-30.2752,-57.6007,Saville Free Shop
587,Cururupu,BR,76.06,broken clouds,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
588,Pacific Grove,US,77.81,clear sky,36.6177,-121.9166,Lovers Point Inn
589,Plastun,RU,50.61,broken clouds,44.7561,136.2939,Gostinitsa Rossiyanochka
590,Joplin,US,70.36,few clouds,37.0842,-94.5133,Hilton Garden Inn Joplin
591,Mananjary,MG,67.95,scattered clouds,-21.2167,48.3333,Vahiny Lodge
592,Nuuk,GL,34.41,broken clouds,64.1835,-51.7216,Vandrehuset
593,Centralia,US,57.81,overcast clouds,46.7162,-122.9543,Peppermill Inn
594,Pocos De Caldas,BR,65.52,few clouds,-21.7878,-46.5614,Hotel Nacional Inn Poços de Caldas
595,Valenca,BR,72.25,overcast clouds,-13.3703,-39.0731,Hotel Galeão
596,Zhirnovsk,RU,35.96,clear sky,50.9845,44.7735,Gostinitsa Zhirnovsk
597,Svetlyy,RU,55.45,clear sky,54.675,20.1347,"Gostinitsa-Kafe, Alena"
598,Mezen,RU,43.75,broken clouds,65.8522,44.24,Gostevoy Dom Everest
599,Lagos,NG,76.03,moderate rain,6.5833,3.75,
600,Atar,MR,88.41,clear sky,20.5169,-13.0499,Oumou Elghoura
601,Smithers,CA,41.32,overcast clouds,54.7804,-127.1743,"Prestige Hudson Bay Lodge, Premier Collection"
602,Del Carmen,PH,81.86,moderate rain,9.8694,125.9697,RBC Hotel
603,Luanda,AO,73.4,scattered clouds,-8.8368,13.2343,LANDU MARINEZA LUFUANDU TONI
604,Merke,KZ,36.45,overcast clouds,42.8728,73.1786,Gostinitsa Merki
605,Rocha,UY,53.31,clear sky,-34.4833,-54.3333,Beleza Pura B&B
606,Sambava,MG,67.42,few clouds,-14.2667,50.1667,Melrose
607,Dalby,AU,72.01,clear sky,-27.1833,151.2667,Kobbers Motor Inn Dalby
608,Arlit,NE,86.18,clear sky,18.7369,7.3853,Case de Passage De la Prefecture
609,Birobidzhan,RU,46.63,clear sky,48.8,132.95,Hotel Central (Vostok)
610,Qinggang,CN,45.72,broken clouds,46.6833,126.0833,Gold Hotel
611,Grand Baie,MU,70.45,light rain,-20.0182,57.5802,Trou aux Biches Beachcomber Golf Resort & Spa
612,Tevriz,RU,26.83,scattered clouds,57.509,72.4042,Postoyalyy Dvor
613,Monte Azul,BR,82.29,broken clouds,-15.155,-42.8747,Hotel Delfino
614,Torres,BR,56.82,clear sky,-29.3353,-49.7269,Farol Hotel
616,Mitsamiouli,KM,75.06,broken clouds,-11.3847,43.2844,Foyer ADM
617,Bolgatanga,GH,79.29,scattered clouds,10.7856,-0.8514,Mama's Place
618,Kushima,JP,77.04,clear sky,31.4583,131.2333,Hanaoka
619,Saint-Augustin,CA,51.21,scattered clouds,51.226,-58.6502,
620,Kota Belud,MY,79.75,overcast clouds,6.351,116.4305,Tang Dynasty Lodge Kota Belud
621,Nhulunbuy,AU,86.61,scattered clouds,-12.2333,136.7667,East Arnhem Real Estate
622,Muzhi,RU,39.09,broken clouds,65.3667,64.6667,
623,Maarianhamina,AX,53.46,clear sky,60.0973,19.9348,Park Alandia Hotel
624,Kamina,CD,65.32,overcast clouds,-8.7386,24.9906,Guest House Florvia
625,Laramie,US,69.73,clear sky,41.3114,-105.5911,Fairfield Inn & Suites by Marriott Laramie
626,Antalaha,MG,66.31,few clouds,-14.9003,50.2788,Hotel Vitasoa
627,Kyra,RU,40.26,overcast clouds,49.5776,111.9753,
628,Verkhnyaya Inta,RU,38.95,few clouds,65.9811,60.3094,
629,Bonthe,SL,77.81,light rain,7.5264,-12.505,Bonthe Holiday Village
630,Kabinda,CD,66.76,light rain,-6.1333,24.4833,Village Mianda Mutole
631,Mufulira,ZM,64.6,broken clouds,-12.5498,28.2407,Kamiria lodge
632,Lakes Entrance,AU,64.58,clear sky,-37.8811,147.981,The Esplanade Resort & Spa
633,Honiara,SB,87.24,few clouds,-9.4333,159.95,Heritage Park Hotel
634,Comodoro Rivadavia,AR,42.66,clear sky,-45.8667,-67.5,Austral Hotel
635,Kon Tum,VN,70.9,moderate rain,14.35,108.0,Hoa đà spa- homestay
636,Taiping,MY,77.2,overcast clouds,4.85,100.7333,Flemington Hotel
637,Nelson Bay,AU,72.28,clear sky,-32.7167,152.15,Mantra Nelson Bay
638,Nanuque,BR,74.05,scattered clouds,-17.8392,-40.3539,Hotel e Churrascaria Boi na Brasa
639,Curup,ID,68.54,overcast clouds,-3.4667,102.5333,Ayi The Costel
640,Hammerfest,NO,48.65,drizzle,70.6634,23.6821,Skytterhuset
641,Dingle,PH,77.86,overcast clouds,10.9995,122.6711,SEGAYA PROPERTY
642,Collie,AU,49.55,clear sky,-33.3667,116.15,Collie Ridge
643,Wanning,CN,81.63,overcast clouds,18.8003,110.3967,Paradise Hotel
644,Nanyamba,TZ,64.89,scattered clouds,-10.6833,39.8333,Busati Lodge Nanyamba
645,Mapimi,MX,81.37,broken clouds,25.8167,-103.85,Propiedad Lldm
646,Sao Felix Do Xingu,BR,79.83,broken clouds,-6.6447,-51.995,Rio Xingu Camping
647,Yerbogachen,RU,26.49,broken clouds,61.2767,108.0108,
648,Tansen,NP,60.64,clear sky,27.8673,83.5467,Taksar Stay
649,Jacmel,HT,84.04,overcast clouds,18.2342,-72.5347,Historic Hotel Florita
650,Tromso,NO,50.65,light intensity shower rain,69.6496,18.957,"Radisson Blu Hotel, Tromsø"
651,Newark,US,65.1,overcast clouds,40.7357,-74.1724,Best Western Plus Robert Treat Hotel
652,Novopokrovka,UA,44.98,broken clouds,49.8425,36.5477,Пудж дом
653,Jalu,LY,68.92,clear sky,29.0331,21.5482,صاحبة الفخامة
654,Okha,RU,45.18,overcast clouds,53.5739,142.9478,Империя
655,Tiarei,PF,84.22,few clouds,-17.5333,-149.3333,Le Rocher de Tahiti
656,Parabel,RU,26.82,broken clouds,58.6978,81.4825,Housing Complex Gazprom Transgaz Tomsk
658,Tobermory,CA,52.3,clear sky,45.2501,-81.6665,Escarpment Heights Motel
659,New Glasgow,CA,54.79,scattered clouds,45.5834,-62.6486,"Holiday Inn Express Stellarton-New Glasgow, an IHG Hotel"
660,Hailey,US,71.91,scattered clouds,43.5196,-114.3153,Wood River Inn & Suites
661,Nehe,CN,44.51,clear sky,48.4833,124.8333,Vladimir Homestay
662,Vasteras,SE,53.51,broken clouds,59.6162,16.5528,Scandic Västerås
663,Banjar,ID,80.46,broken clouds,-8.19,114.9675,The Hamsa Resort
664,Yorosso,ML,79.18,scattered clouds,12.3536,-4.7761,Maison d'arrêt et de correction de Yoro
665,Lavrentiya,RU,36.3,light rain,65.5833,-171.0,
666,Mandi Bahauddin,PK,77.97,clear sky,32.5834,73.4843,MBDIN SCHOOL & HOSTEL
667,Quelimane,MZ,71.55,clear sky,-17.8786,36.8883,Hotel Flamingo
668,Magadi,IN,68.34,light rain,12.9667,77.2333,SVB Caters
669,Havoysund,NO,49.08,moderate rain,70.9963,24.6622,Arctic View Glamping & Restaurant
670,Tateyama,JP,81.14,overcast clouds,34.9833,139.8667,Tateyama Seaside Hotel
671,Daoukro,CI,72.14,moderate rain,7.0591,-3.9631,Komenan brou roseline
672,Vila Velha,BR,75.15,broken clouds,-20.3297,-40.2925,Quality Suites Vila Velha
673,Sandy Bay,AU,61.09,few clouds,-42.913,147.3532,St Ives Hobart Accommodation Tasmania
674,Jonesboro,US,73.69,broken clouds,35.8423,-90.7043,Hilton Garden Inn Jonesboro
675,Wegrow,PL,56.55,clear sky,52.3995,22.0163,Everest
676,Sassandra,CI,75.83,clear sky,4.95,-6.0833,la terrasse
677,Elmadag,TR,44.35,clear sky,39.9208,33.2308,buluş apartmanı
678,Bintulu,MY,75.61,heavy intensity rain,3.1667,113.0333,900 Boutique INN
679,La Rioja,ES,53.04,overcast clouds,42.25,-2.5,Casa Concejos
680,Manica,FR,53.01,clear sky,49.0,-1.1667,Gite Lily
681,Asadabad,IR,52.16,clear sky,34.7824,48.1185,کامپیوتر صادق
682,Mapulot,PH,74.93,light rain,14.0339,122.5408,Casa Jose
683,Buchanan,LR,77.32,light rain,5.8808,-10.0467,Kamaneahn Hotel Inc
684,Galle,LK,79.16,overcast clouds,6.0367,80.217,Amangalla
685,Hualmay,PE,62.87,broken clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
686,Matamoros,MX,84.31,scattered clouds,25.5333,-103.25,Quinta Belem
687,Mujiayingzi,CN,47.61,light rain,42.1167,118.7833,Jinjiang Hotel
688,Morton,US,83.43,clear sky,46.7722,-101.2615,
689,Bereda,ES,53.58,overcast clouds,43.2686,-7.5406,Pazo de Verdes
690,Altamont,US,69.89,clear sky,42.2068,-121.7372,Microtel Inn & Suites by Wyndham Klamath Falls
691,Guantanamo,CU,83.77,broken clouds,20.1444,-75.2092,Hotel Guantánamo
692,Orchard Homes,US,80.74,clear sky,46.8633,-114.0484,Broadway Inn Missoula
693,Redlands,US,82.15,scattered clouds,34.0556,-117.1825,Dynasty Suites Redlands
694,Ambon,ID,82.54,scattered clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
695,Kieta,PG,84.96,overcast clouds,-6.2167,155.6333,Uruna Bay Retreat
696,Santa Elena,EC,69.08,scattered clouds,-2.2333,-80.85,HOTEL CISNE II
697,Naifaru,MV,82.6,overcast clouds,5.4444,73.3657,Naifaru Residence Guest House
698,Korhogo,CI,74.28,scattered clouds,9.45,-5.6333,Hôtel Tchinbota
699,Susehri,TR,44.82,broken clouds,40.1644,38.0867,Su Vadi Hotel
700,Laguna,US,85.44,clear sky,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
701,Tashtyp,RU,29.59,broken clouds,52.7939,89.8983,Oblachnyye Glubiny Orden Gusu Lan'
702,Letka,RU,32.47,scattered clouds,59.6011,49.4232,"Gostinitsa Letka, Shinomontazh"
703,Ballina,AU,71.78,clear sky,-28.8667,153.5667,Ramada Hotel & Suites by Wyndham Ballina Byron
704,Mongar,BT,54.91,clear sky,27.2747,91.2396,Wangchuk Hotel
705,Zeya,RU,35.98,clear sky,53.75,127.2667,Kapital Inn
706,Sept-Iles,CA,50.05,scattered clouds,50.2001,-66.3821,Comfort Inn
707,Lata,PT,61.81,clear sky,40.1629,-8.3327,Casa Maquia
708,Male,MV,83.07,overcast clouds,4.1748,73.5089,Hotel Octave Maldives
709,Nortelandia,BR,75.83,overcast clouds,-14.4547,-56.8028,Hotel Karysmã
710,Nouadhibou,MR,69.78,clear sky,20.931,-17.0347,El Medina
711,Bilibino,RU,15.12,overcast clouds,68.0546,166.4372,Gostinitsa Severyanka
712,Zarichne,UA,48.58,few clouds,51.8126,26.129,Yunistʹ
713,Tuy Hoa,VN,74.71,overcast clouds,13.0833,109.3,CenDeluxe Hotel Tuy Hoa
714,Zhanaozen,KZ,46.4,overcast clouds,43.3,52.8,K.korabay 28A
715,Tailai,CN,46.65,overcast clouds,46.3833,123.4,Pearl Garden Hotel
716,Basco,PH,83.34,very heavy rain,20.4487,121.9702,Nathaniel's Lodge
717,Morgan City,US,78.8,clear sky,29.6994,-91.2068,Hampton Inn & Suites Morgan City
718,Mokrousovo,RU,27.79,scattered clouds,55.8103,66.7653,Tserkov'
719,Kabanjahe,ID,63.36,overcast clouds,3.1001,98.4908,Kos-Kosan wanita muslim bagoes kabanjahe
720,Sobolevo,RU,40.33,clear sky,54.4299,31.8996,
721,Cabinda,AO,75.52,overcast clouds,-5.55,12.2,Hotel Maiombe
722,Ulaangom,MN,35.87,overcast clouds,49.9811,92.0667,Achit Nuur Hotel & Restaurant
723,Nenjiang,CN,43.27,few clouds,49.1833,125.2167,Nenjiang Apartment
724,Minot,US,82.11,clear sky,48.2325,-101.2963,Noble Inn
725,University Park,US,83.01,light rain,25.7465,-80.3676,Travel Mex
726,Kalispell,US,77.61,clear sky,48.1958,-114.3129,Red Lion Hotel Kalispell
727,Nizhniy Baskunchak,RU,41.14,clear sky,48.2198,46.8311,Arman hotel
728,Kishtwar,IN,54.97,clear sky,33.3167,75.7667,Heritage Bagh by Himalayan Musk
729,Bageshwar,IN,61.9,clear sky,29.85,79.7667,Danu Janral Store
730,Galveston,US,83.17,clear sky,29.3669,-94.9669,Comfort Inn & Suites Texas City
731,Xinxiang,CN,53.76,light rain,35.3089,113.8672,Guoyu Holiday Inn
732,Koumac,NC,80.28,clear sky,-20.5667,164.2833,Le Monitel
733,Arawa,PG,86.34,overcast clouds,-6.2132,155.5367,Coastline Guest House
